symbol,output_size,window_size,data_mode,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,max_string_length,train_score,val_score,test_score,balance_score
AMZN,3,3,2,10,2,0.1,0.6,0.5,10000,0.9313725490196079,0.6136363636363636,0.48333333333333334,0.42592592592592593
AMZN,3,3,2,10,3,0.1,0.6,0.5,10000,0.9509803921568627,0.6590909090909091,0.45,0.4074074074074074
AMZN,3,3,2,10,4,0.1,0.6,0.5,10000,0.9509803921568627,0.6363636363636364,0.48333333333333334,0.4444444444444444
AMZN,3,3,2,10,5,0.1,0.6,0.5,10000,0.9509803921568627,0.6363636363636364,0.48333333333333334,0.4444444444444444
AMZN,3,3,2,10,6,0.1,0.6,0.5,10000,0.9509803921568627,0.6363636363636364,0.48333333333333334,0.4444444444444444
AMZN,3,3,2,10,7,0.1,0.6,0.5,10000,0.9509803921568627,0.6363636363636364,0.48333333333333334,0.4444444444444444
AMZN,3,3,2,10,8,0.1,0.6,0.5,10000,0.9509803921568627,0.6363636363636364,0.48333333333333334,0.4444444444444444
AMZN,3,3,2,10,9,0.1,0.6,0.5,10000,0.9509803921568627,0.6363636363636364,0.48333333333333334,0.4444444444444444
AMZN,3,3,2,10,10,0.1,0.6,0.5,10000,0.9509803921568627,0.6363636363636364,0.48333333333333334,0.4444444444444444
AMZN,3,3,2,10,1,0.1,0.7,0.5,10000,0.7941176470588235,0.5909090909090909,0.5166666666666667,0.46296296296296297
AMZN,3,3,2,10,2,0.1,0.7,0.5,10000,0.9607843137254902,0.5681818181818182,0.48333333333333334,0.42592592592592593
AMZN,3,3,2,10,3,0.1,0.7,0.5,10000,0.9803921568627451,0.5454545454545454,0.5333333333333333,0.48148148148148145
AMZN,3,3,2,10,4,0.1,0.7,0.5,10000,0.9803921568627451,0.5681818181818182,0.5,0.4444444444444444
AMZN,3,3,2,10,5,0.1,0.7,0.5,10000,0.9803921568627451,0.6363636363636364,0.4666666666666667,0.4074074074074074
AMZN,3,3,2,10,6,0.1,0.7,0.5,10000,0.9803921568627451,0.6363636363636364,0.4666666666666667,0.4074074074074074
AMZN,3,3,2,10,7,0.1,0.7,0.5,10000,0.9803921568627451,0.6363636363636364,0.4666666666666667,0.4074074074074074
AMZN,3,3,2,10,8,0.1,0.7,0.5,10000,0.9803921568627451,0.6363636363636364,0.4666666666666667,0.4074074074074074
AMZN,3,3,2,10,9,0.1,0.7,0.5,10000,0.9803921568627451,0.6363636363636364,0.4666666666666667,0.4074074074074074
AMZN,3,3,2,10,1,0.1,0.8,0.5,10000,0.8235294117647058,0.5909090909090909,0.5333333333333333,0.5
AMZN,3,3,2,15,10,0.1,0.8,0.5,1000,1.0,0.5454545454545454,0.55,0.5
AMZN,3,3,2,10,6,0.1,0.8,0.5,20000,1.0,0.5681818181818182,0.5333333333333333,0.5
AMZN,3,3,2,10,8,0.1,0.8,0.5,20000,1.0,0.5681818181818182,0.5333333333333333,0.5
GOOGL,3,14,2,20,7,0.1,0.5,0.5,20000,0.9901960784313726,0.5909090909090909,0.45,0.5
GOOGL,3,14,2,20,6,0.1,0.5,0.5,20000,0.9901960784313726,0.5909090909090909,0.45,0.5
GOOGL,3,14,2,20,5,0.1,0.5,0.5,20000,0.9901960784313726,0.5909090909090909,0.45,0.5
GOOGL,3,14,2,20,4,0.1,0.5,0.5,20000,0.9901960784313726,0.5909090909090909,0.45,0.5
GOOGL,3,14,2,20,3,0.1,0.5,0.5,20000,0.9901960784313726,0.5681818181818182,0.5,0.5384615384615384
GOOGL,3,14,2,20,2,0.1,0.5,0.5,20000,0.9411764705882353,0.5454545454545454,0.4166666666666667,0.46153846153846156
GOOGL,3,14,2,20,1,0.1,0.5,0.5,20000,0.8627450980392157,0.5227272727272727,0.4666666666666667,0.4807692307692308
GOOGL,3,14,2,15,10,0.1,0.9,0.5,20000,1.0,0.4772727272727273,0.4,0.4423076923076923
GOOGL,3,14,2,15,9,0.1,0.9,0.5,20000,1.0,0.4772727272727273,0.4,0.4423076923076923
GOOGL,3,14,2,15,8,0.1,0.9,0.5,20000,1.0,0.4772727272727273,0.4,0.4423076923076923
GOOGL,3,14,2,15,7,0.1,0.9,0.5,20000,1.0,0.4772727272727273,0.4,0.4423076923076923
GOOGL,3,14,2,15,6,0.1,0.9,0.5,20000,1.0,0.4772727272727273,0.4,0.4423076923076923
GOOGL,3,14,2,15,5,0.1,0.9,0.5,20000,1.0,0.4772727272727273,0.4,0.4423076923076923
GOOGL,3,14,2,15,4,0.1,0.9,0.5,20000,1.0,0.45454545454545453,0.4166666666666667,0.46153846153846156
GOOGL,3,14,2,15,3,0.1,0.9,0.5,20000,1.0,0.4090909090909091,0.43333333333333335,0.4807692307692308
GOOGL,3,14,2,15,2,0.1,0.9,0.5,20000,0.9803921568627451,0.36363636363636365,0.4,0.4423076923076923
GOOGL,3,14,2,15,1,0.1,0.9,0.5,20000,0.8725490196078431,0.4318181818181818,0.38333333333333336,0.4423076923076923
GOOGL,3,14,2,15,10,0.1,0.8,0.5,20000,1.0,0.36363636363636365,0.4166666666666667,0.46153846153846156
GOOGL,3,14,2,15,9,0.1,0.8,0.5,20000,1.0,0.36363636363636365,0.4166666666666667,0.46153846153846156
GOOGL,3,14,2,15,8,0.1,0.8,0.5,20000,1.0,0.36363636363636365,0.4166666666666667,0.46153846153846156
GOOGL,3,14,2,15,7,0.1,0.8,0.5,20000,1.0,0.36363636363636365,0.4166666666666667,0.46153846153846156
GOOGL,3,14,2,15,6,0.1,0.8,0.5,20000,1.0,0.36363636363636365,0.4166666666666667,0.46153846153846156
GOOGL,3,14,2,15,5,0.1,0.8,0.5,20000,1.0,0.4090909090909091,0.43333333333333335,0.4807692307692308
GOOGL,3,14,2,15,4,0.1,0.8,0.5,20000,1.0,0.4090909090909091,0.48333333333333334,0.5384615384615384
GOOGL,3,14,2,15,3,0.1,0.8,0.5,20000,1.0,0.36363636363636365,0.38333333333333336,0.4230769230769231
GOOGL,3,14,2,15,2,0.1,0.8,0.5,20000,0.9705882352941176,0.38636363636363635,0.3333333333333333,0.36538461538461536
GOOGL,3,14,2,15,1,0.1,0.8,0.5,20000,0.8921568627450981,0.45454545454545453,0.4166666666666667,0.46153846153846156
GOOGL,3,14,2,20,8,0.1,0.5,0.5,20000,0.9901960784313726,0.5909090909090909,0.45,0.5
GOOGL,3,14,2,15,10,0.1,0.7,0.5,20000,1.0,0.36363636363636365,0.5,0.5192307692307693
GOOGL,3,14,2,20,9,0.1,0.5,0.5,20000,0.9901960784313726,0.5909090909090909,0.45,0.5
GOOGL,3,14,2,20,1,0.1,0.6,0.5,20000,0.8431372549019608,0.5454545454545454,0.5166666666666667,0.5961538461538461
GOOGL,3,14,2,20,8,0.1,0.8,0.5,20000,1.0,0.38636363636363635,0.43333333333333335,0.4807692307692308
GOOGL,3,14,2,20,7,0.1,0.8,0.5,20000,1.0,0.38636363636363635,0.43333333333333335,0.4807692307692308
GOOGL,3,14,2,20,6,0.1,0.8,0.5,20000,1.0,0.38636363636363635,0.43333333333333335,0.4807692307692308
GOOGL,3,14,2,20,5,0.1,0.8,0.5,20000,1.0,0.38636363636363635,0.4666666666666667,0.5
GOOGL,3,14,2,20,4,0.1,0.8,0.5,20000,1.0,0.4318181818181818,0.43333333333333335,0.46153846153846156
GOOGL,3,14,2,20,3,0.1,0.8,0.5,20000,1.0,0.4090909090909091,0.43333333333333335,0.4807692307692308
GOOGL,3,14,2,20,2,0.1,0.8,0.5,20000,0.9803921568627451,0.4772727272727273,0.4166666666666667,0.46153846153846156
GOOGL,3,14,2,20,1,0.1,0.8,0.5,20000,0.8823529411764706,0.4772727272727273,0.43333333333333335,0.46153846153846156
GOOGL,3,14,2,20,10,0.1,0.7,0.5,20000,1.0,0.36363636363636365,0.55,0.5769230769230769
GOOGL,3,14,2,20,9,0.1,0.7,0.5,20000,1.0,0.36363636363636365,0.55,0.5769230769230769
GOOGL,3,14,2,20,8,0.1,0.7,0.5,20000,1.0,0.36363636363636365,0.55,0.5769230769230769
GOOGL,3,14,2,20,7,0.1,0.7,0.5,20000,1.0,0.36363636363636365,0.55,0.5769230769230769
GOOGL,3,14,2,20,6,0.1,0.7,0.5,20000,1.0,0.36363636363636365,0.55,0.5769230769230769
GOOGL,3,14,2,20,5,0.1,0.7,0.5,20000,1.0,0.36363636363636365,0.55,0.5769230769230769
GOOGL,3,14,2,20,4,0.1,0.7,0.5,20000,1.0,0.36363636363636365,0.55,0.5769230769230769
GOOGL,3,14,2,20,3,0.1,0.7,0.5,20000,1.0,0.4090909090909091,0.5333333333333333,0.5576923076923077
GOOGL,3,14,2,20,2,0.1,0.7,0.5,20000,0.9607843137254902,0.38636363636363635,0.5,0.5192307692307693
GOOGL,3,14,2,20,1,0.1,0.7,0.5,20000,0.8529411764705882,0.4090909090909091,0.4166666666666667,0.46153846153846156
GOOGL,3,14,2,20,10,0.1,0.6,0.5,20000,1.0,0.4772727272727273,0.38333333333333336,0.4423076923076923
GOOGL,3,14,2,20,9,0.1,0.6,0.5,20000,1.0,0.4772727272727273,0.38333333333333336,0.4423076923076923
GOOGL,3,14,2,20,8,0.1,0.6,0.5,20000,1.0,0.4772727272727273,0.38333333333333336,0.4423076923076923
GOOGL,3,14,2,20,7,0.1,0.6,0.5,20000,1.0,0.4772727272727273,0.38333333333333336,0.4423076923076923
GOOGL,3,14,2,20,6,0.1,0.6,0.5,20000,1.0,0.4772727272727273,0.38333333333333336,0.4423076923076923
GOOGL,3,14,2,20,5,0.1,0.6,0.5,20000,1.0,0.4772727272727273,0.38333333333333336,0.4423076923076923
GOOGL,3,14,2,20,4,0.1,0.6,0.5,20000,1.0,0.4772727272727273,0.38333333333333336,0.4423076923076923
GOOGL,3,14,2,20,3,0.1,0.6,0.5,20000,1.0,0.5,0.43333333333333335,0.4807692307692308
GOOGL,3,14,2,20,2,0.1,0.6,0.5,20000,0.9901960784313726,0.4772727272727273,0.4,0.40384615384615385
GOOGL,3,14,2,20,10,0.1,0.5,0.5,20000,0.9901960784313726,0.5909090909090909,0.45,0.5
GOOGL,3,14,2,20,9,0.1,0.8,0.5,20000,1.0,0.38636363636363635,0.43333333333333335,0.4807692307692308
GOOGL,3,14,2,15,9,0.1,0.7,0.5,20000,1.0,0.36363636363636365,0.5,0.5192307692307693
GOOGL,3,14,2,15,7,0.1,0.7,0.5,20000,1.0,0.36363636363636365,0.5,0.5192307692307693
GOOGL,3,14,2,10,5,0.1,0.9,0.5,20000,1.0,0.5,0.35,0.36538461538461536
GOOGL,3,14,2,10,4,0.1,0.9,0.5,20000,1.0,0.45454545454545453,0.35,0.38461538461538464
GOOGL,3,14,2,10,3,0.1,0.9,0.5,20000,0.9803921568627451,0.4318181818181818,0.35,0.38461538461538464
GOOGL,3,14,2,10,2,0.1,0.9,0.5,20000,0.9607843137254902,0.4318181818181818,0.36666666666666664,0.36538461538461536
GOOGL,3,14,2,10,1,0.1,0.9,0.5,20000,0.803921568627451,0.5,0.45,0.46153846153846156
GOOGL,3,14,2,10,10,0.1,0.8,0.5,20000,1.0,0.38636363636363635,0.36666666666666664,0.4230769230769231
GOOGL,3,14,2,10,9,0.1,0.8,0.5,20000,1.0,0.38636363636363635,0.36666666666666664,0.4230769230769231
GOOGL,3,14,2,10,8,0.1,0.8,0.5,20000,1.0,0.38636363636363635,0.36666666666666664,0.4230769230769231
GOOGL,3,14,2,10,7,0.1,0.8,0.5,20000,1.0,0.38636363636363635,0.36666666666666664,0.4230769230769231
GOOGL,3,14,2,10,6,0.1,0.8,0.5,20000,1.0,0.38636363636363635,0.36666666666666664,0.4230769230769231
GOOGL,3,14,2,10,5,0.1,0.8,0.5,20000,1.0,0.4090909090909091,0.43333333333333335,0.4807692307692308
GOOGL,3,14,2,10,4,0.1,0.8,0.5,20000,1.0,0.38636363636363635,0.4166666666666667,0.46153846153846156
GOOGL,3,14,2,10,3,0.1,0.8,0.5,20000,0.9705882352941176,0.45454545454545453,0.4166666666666667,0.4423076923076923
GOOGL,3,14,2,10,2,0.1,0.8,0.5,20000,0.9411764705882353,0.36363636363636365,0.36666666666666664,0.40384615384615385
GOOGL,3,14,2,10,1,0.1,0.8,0.5,20000,0.8529411764705882,0.3409090909090909,0.36666666666666664,0.4230769230769231
GOOGL,3,14,2,10,10,0.1,0.7,0.5,20000,0.9901960784313726,0.45454545454545453,0.5666666666666667,0.5769230769230769
GOOGL,3,14,2,10,9,0.1,0.7,0.5,20000,0.9901960784313726,0.45454545454545453,0.5666666666666667,0.5769230769230769
GOOGL,3,14,2,10,8,0.1,0.7,0.5,20000,0.9901960784313726,0.45454545454545453,0.5666666666666667,0.5769230769230769
GOOGL,3,14,2,10,7,0.1,0.7,0.5,20000,0.9901960784313726,0.45454545454545453,0.5666666666666667,0.5769230769230769
GOOGL,3,14,2,10,6,0.1,0.7,0.5,20000,0.9901960784313726,0.45454545454545453,0.5666666666666667,0.5769230769230769
GOOGL,3,14,2,10,5,0.1,0.7,0.5,20000,0.9901960784313726,0.45454545454545453,0.5666666666666667,0.5769230769230769
GOOGL,3,14,2,10,4,0.1,0.7,0.5,20000,0.9901960784313726,0.45454545454545453,0.5666666666666667,0.5769230769230769
GOOGL,3,14,2,10,3,0.1,0.7,0.5,20000,0.9705882352941176,0.4090909090909091,0.5166666666666667,0.5192307692307693
GOOGL,3,14,2,10,2,0.1,0.7,0.5,20000,0.9117647058823529,0.5,0.45,0.46153846153846156
GOOGL,3,14,2,10,1,0.1,0.7,0.5,20000,0.8529411764705882,0.4318181818181818,0.5,0.5384615384615384
GOOGL,3,14,2,10,10,0.1,0.6,0.5,20000,0.9803921568627451,0.45454545454545453,0.36666666666666664,0.4230769230769231
GOOGL,3,14,2,10,9,0.1,0.6,0.5,20000,0.9803921568627451,0.45454545454545453,0.36666666666666664,0.4230769230769231
GOOGL,3,14,2,10,6,0.1,0.9,0.5,20000,1.0,0.5,0.35,0.36538461538461536
GOOGL,3,14,2,15,8,0.1,0.7,0.5,20000,1.0,0.36363636363636365,0.5,0.5192307692307693
GOOGL,3,14,2,10,7,0.1,0.9,0.5,20000,1.0,0.5,0.35,0.36538461538461536
GOOGL,3,14,2,10,9,0.1,0.9,0.5,20000,1.0,0.5,0.35,0.36538461538461536
GOOGL,3,14,2,15,6,0.1,0.7,0.5,20000,1.0,0.36363636363636365,0.5,0.5192307692307693
GOOGL,3,14,2,15,5,0.1,0.7,0.5,20000,1.0,0.36363636363636365,0.5,0.5192307692307693
GOOGL,3,14,2,15,4,0.1,0.7,0.5,20000,1.0,0.36363636363636365,0.48333333333333334,0.5
GOOGL,3,14,2,15,3,0.1,0.7,0.5,20000,0.9901960784313726,0.36363636363636365,0.5333333333333333,0.5576923076923077
GOOGL,3,14,2,15,2,0.1,0.7,0.5,20000,0.9509803921568627,0.36363636363636365,0.48333333333333334,0.4807692307692308
GOOGL,3,14,2,15,1,0.1,0.7,0.5,20000,0.8725490196078431,0.38636363636363635,0.43333333333333335,0.4807692307692308
GOOGL,3,14,2,15,10,0.1,0.6,0.5,20000,1.0,0.4090909090909091,0.38333333333333336,0.4423076923076923
GOOGL,3,14,2,15,9,0.1,0.6,0.5,20000,1.0,0.4090909090909091,0.38333333333333336,0.4423076923076923
GOOGL,3,14,2,15,8,0.1,0.6,0.5,20000,1.0,0.4090909090909091,0.38333333333333336,0.4423076923076923
GOOGL,3,14,2,15,7,0.1,0.6,0.5,20000,1.0,0.4090909090909091,0.38333333333333336,0.4423076923076923
GOOGL,3,14,2,15,6,0.1,0.6,0.5,20000,1.0,0.4090909090909091,0.38333333333333336,0.4423076923076923
GOOGL,3,14,2,15,5,0.1,0.6,0.5,20000,1.0,0.4090909090909091,0.38333333333333336,0.4423076923076923
GOOGL,3,14,2,15,4,0.1,0.6,0.5,20000,1.0,0.4090909090909091,0.38333333333333336,0.4423076923076923
GOOGL,3,14,2,15,3,0.1,0.6,0.5,20000,0.9803921568627451,0.5227272727272727,0.36666666666666664,0.40384615384615385
GOOGL,3,14,2,15,2,0.1,0.6,0.5,20000,0.9411764705882353,0.5227272727272727,0.4,0.4423076923076923
GOOGL,3,14,2,15,1,0.1,0.6,0.5,20000,0.7843137254901961,0.5909090909090909,0.4666666666666667,0.5384615384615384
GOOGL,3,14,2,15,10,0.1,0.5,0.5,20000,0.9803921568627451,0.5909090909090909,0.43333333333333335,0.4807692307692308
GOOGL,3,14,2,15,9,0.1,0.5,0.5,20000,0.9803921568627451,0.5909090909090909,0.43333333333333335,0.4807692307692308
GOOGL,3,14,2,15,8,0.1,0.5,0.5,20000,0.9803921568627451,0.5909090909090909,0.43333333333333335,0.4807692307692308
GOOGL,3,14,2,15,7,0.1,0.5,0.5,20000,0.9803921568627451,0.5909090909090909,0.43333333333333335,0.4807692307692308
GOOGL,3,14,2,15,6,0.1,0.5,0.5,20000,0.9803921568627451,0.5909090909090909,0.43333333333333335,0.4807692307692308
GOOGL,3,14,2,15,5,0.1,0.5,0.5,20000,0.9803921568627451,0.5909090909090909,0.43333333333333335,0.4807692307692308
GOOGL,3,14,2,15,4,0.1,0.5,0.5,20000,0.9803921568627451,0.5909090909090909,0.43333333333333335,0.4807692307692308
GOOGL,3,14,2,15,3,0.1,0.5,0.5,20000,0.9705882352941176,0.5909090909090909,0.5,0.5576923076923077
GOOGL,3,14,2,15,2,0.1,0.5,0.5,20000,0.9509803921568627,0.5227272727272727,0.43333333333333335,0.4807692307692308
GOOGL,3,14,2,15,1,0.1,0.5,0.5,20000,0.803921568627451,0.5454545454545454,0.4666666666666667,0.5
GOOGL,3,14,2,10,10,0.1,0.9,0.5,20000,1.0,0.5,0.35,0.36538461538461536
GOOGL,3,14,2,10,8,0.1,0.9,0.5,20000,1.0,0.5,0.35,0.36538461538461536
AMZN,3,3,2,10,7,0.1,0.8,0.5,20000,1.0,0.5681818181818182,0.5333333333333333,0.5
GOOGL,3,14,2,20,10,0.1,0.8,0.5,20000,1.0,0.38636363636363635,0.43333333333333335,0.4807692307692308
GOOGL,3,14,2,20,2,0.1,0.9,0.5,20000,0.9705882352941176,0.38636363636363635,0.5,0.5192307692307693
AMZN,3,3,2,15,10,0.1,0.6,0.5,20000,0.9803921568627451,0.5454545454545454,0.4166666666666667,0.3888888888888889
AMZN,3,3,2,15,1,0.1,0.7,0.5,20000,0.8333333333333334,0.5454545454545454,0.55,0.5
AMZN,3,3,2,15,2,0.1,0.7,0.5,20000,0.9607843137254902,0.4772727272727273,0.48333333333333334,0.42592592592592593
AMZN,3,3,2,15,3,0.1,0.7,0.5,20000,0.9901960784313726,0.5,0.55,0.5
AMZN,3,3,2,15,4,0.1,0.7,0.5,20000,1.0,0.5,0.48333333333333334,0.42592592592592593
AMZN,3,3,2,15,5,0.1,0.7,0.5,20000,1.0,0.5227272727272727,0.5,0.4444444444444444
AMZN,3,3,2,15,6,0.1,0.7,0.5,20000,1.0,0.5227272727272727,0.5,0.4444444444444444
AMZN,3,3,2,15,7,0.1,0.7,0.5,20000,1.0,0.5227272727272727,0.5,0.4444444444444444
AMZN,3,3,2,15,8,0.1,0.7,0.5,20000,1.0,0.5227272727272727,0.5,0.4444444444444444
AMZN,3,3,2,15,9,0.1,0.7,0.5,20000,1.0,0.5227272727272727,0.5,0.4444444444444444
AMZN,3,3,2,15,10,0.1,0.7,0.5,20000,1.0,0.5227272727272727,0.5,0.4444444444444444
AMZN,3,3,2,15,1,0.1,0.8,0.5,20000,0.8235294117647058,0.4772727272727273,0.5,0.46296296296296297
AMZN,3,3,2,15,2,0.1,0.8,0.5,20000,0.9705882352941176,0.5,0.5166666666666667,0.46296296296296297
AMZN,3,3,2,15,3,0.1,0.8,0.5,20000,0.9901960784313726,0.5227272727272727,0.48333333333333334,0.42592592592592593
AMZN,3,3,2,15,4,0.1,0.8,0.5,20000,1.0,0.5454545454545454,0.5166666666666667,0.46296296296296297
AMZN,3,3,2,15,5,0.1,0.8,0.5,20000,1.0,0.5227272727272727,0.5833333333333334,0.5370370370370371
AMZN,3,3,2,15,6,0.1,0.8,0.5,20000,1.0,0.5454545454545454,0.55,0.5
AMZN,3,3,2,15,7,0.1,0.8,0.5,20000,1.0,0.5454545454545454,0.55,0.5
AMZN,3,3,2,15,8,0.1,0.8,0.5,20000,1.0,0.5454545454545454,0.55,0.5
AMZN,3,3,2,15,9,0.1,0.8,0.5,20000,1.0,0.5454545454545454,0.55,0.5
AMZN,3,3,2,15,10,0.1,0.8,0.5,20000,1.0,0.5454545454545454,0.55,0.5
AMZN,3,3,2,15,1,0.1,0.9,0.5,20000,0.8529411764705882,0.5227272727272727,0.5166666666666667,0.46296296296296297
AMZN,3,3,2,15,2,0.1,0.9,0.5,20000,0.9607843137254902,0.4772727272727273,0.4666666666666667,0.4444444444444444
AMZN,3,3,2,15,3,0.1,0.9,0.5,20000,1.0,0.5681818181818182,0.45,0.4074074074074074
AMZN,3,3,2,15,4,0.1,0.9,0.5,20000,1.0,0.5909090909090909,0.45,0.3888888888888889
AMZN,3,3,2,15,5,0.1,0.9,0.5,20000,1.0,0.6136363636363636,0.4666666666666667,0.4444444444444444
AMZN,3,3,2,15,6,0.1,0.9,0.5,20000,1.0,0.5681818181818182,0.48333333333333334,0.46296296296296297
AMZN,3,3,2,15,9,0.1,0.6,0.5,20000,0.9803921568627451,0.5454545454545454,0.4166666666666667,0.3888888888888889
AMZN,3,3,2,15,7,0.1,0.9,0.5,20000,1.0,0.5681818181818182,0.48333333333333334,0.46296296296296297
AMZN,3,3,2,15,8,0.1,0.6,0.5,20000,0.9803921568627451,0.5454545454545454,0.4166666666666667,0.3888888888888889
AMZN,3,3,2,15,6,0.1,0.6,0.5,20000,0.9803921568627451,0.5454545454545454,0.4166666666666667,0.3888888888888889
AMZN,3,3,2,10,9,0.1,0.8,0.5,20000,1.0,0.5681818181818182,0.5333333333333333,0.5
AMZN,3,3,2,10,10,0.1,0.8,0.5,20000,1.0,0.5681818181818182,0.5333333333333333,0.5
AMZN,3,3,2,10,1,0.1,0.9,0.5,20000,0.8333333333333334,0.5,0.5666666666666667,0.5185185185185185
AMZN,3,3,2,10,2,0.1,0.9,0.5,20000,0.9117647058823529,0.5227272727272727,0.4666666666666667,0.42592592592592593
AMZN,3,3,2,10,3,0.1,0.9,0.5,20000,1.0,0.5909090909090909,0.5,0.48148148148148145
AMZN,3,3,2,10,4,0.1,0.9,0.5,20000,1.0,0.5681818181818182,0.4666666666666667,0.4444444444444444
AMZN,3,3,2,10,5,0.1,0.9,0.5,20000,1.0,0.5454545454545454,0.45,0.4444444444444444
AMZN,3,3,2,10,6,0.1,0.9,0.5,20000,1.0,0.5454545454545454,0.45,0.4444444444444444
AMZN,3,3,2,10,7,0.1,0.9,0.5,20000,1.0,0.5454545454545454,0.45,0.4444444444444444
AMZN,3,3,2,10,8,0.1,0.9,0.5,20000,1.0,0.5454545454545454,0.45,0.4444444444444444
AMZN,3,3,2,10,9,0.1,0.9,0.5,20000,1.0,0.5454545454545454,0.45,0.4444444444444444
AMZN,3,3,2,10,10,0.1,0.9,0.5,20000,1.0,0.5454545454545454,0.45,0.4444444444444444
AMZN,3,3,2,15,1,0.1,0.5,0.5,20000,0.803921568627451,0.5909090909090909,0.4166666666666667,0.4074074074074074
AMZN,3,3,2,15,2,0.1,0.5,0.5,20000,0.9411764705882353,0.5909090909090909,0.4166666666666667,0.3888888888888889
AMZN,3,3,2,15,3,0.1,0.5,0.5,20000,0.9313725490196079,0.5,0.4166666666666667,0.42592592592592593
AMZN,3,3,2,15,4,0.1,0.5,0.5,20000,0.9411764705882353,0.4772727272727273,0.45,0.46296296296296297
AMZN,3,3,2,15,5,0.1,0.5,0.5,20000,0.9411764705882353,0.4772727272727273,0.45,0.46296296296296297
AMZN,3,3,2,15,6,0.1,0.5,0.5,20000,0.9411764705882353,0.4772727272727273,0.45,0.46296296296296297
AMZN,3,3,2,15,7,0.1,0.5,0.5,20000,0.9411764705882353,0.4772727272727273,0.45,0.46296296296296297
AMZN,3,3,2,15,8,0.1,0.5,0.5,20000,0.9411764705882353,0.4772727272727273,0.45,0.46296296296296297
AMZN,3,3,2,15,9,0.1,0.5,0.5,20000,0.9411764705882353,0.4772727272727273,0.45,0.46296296296296297
AMZN,3,3,2,15,10,0.1,0.5,0.5,20000,0.9411764705882353,0.4772727272727273,0.45,0.46296296296296297
AMZN,3,3,2,15,1,0.1,0.6,0.5,20000,0.7647058823529411,0.5454545454545454,0.5333333333333333,0.5
AMZN,3,3,2,15,2,0.1,0.6,0.5,20000,0.9607843137254902,0.5681818181818182,0.43333333333333335,0.4074074074074074
AMZN,3,3,2,15,3,0.1,0.6,0.5,20000,0.9705882352941176,0.5681818181818182,0.43333333333333335,0.4074074074074074
AMZN,3,3,2,15,4,0.1,0.6,0.5,20000,0.9803921568627451,0.5227272727272727,0.4166666666666667,0.3888888888888889
AMZN,3,3,2,15,5,0.1,0.6,0.5,20000,0.9803921568627451,0.5454545454545454,0.4166666666666667,0.3888888888888889
AMZN,3,3,2,15,7,0.1,0.6,0.5,20000,0.9803921568627451,0.5454545454545454,0.4166666666666667,0.3888888888888889
GOOGL,3,14,2,20,1,0.1,0.9,0.5,20000,0.8823529411764706,0.45454545454545453,0.45,0.5192307692307693
AMZN,3,3,2,15,8,0.1,0.9,0.5,20000,1.0,0.5681818181818182,0.48333333333333334,0.46296296296296297
AMZN,3,3,2,15,10,0.1,0.9,0.5,20000,1.0,0.5681818181818182,0.48333333333333334,0.46296296296296297
AMZN,3,3,2,20,2,0.1,0.8,0.5,20000,0.9803921568627451,0.5227272727272727,0.5166666666666667,0.46296296296296297
AMZN,3,3,2,20,3,0.1,0.8,0.5,20000,1.0,0.5,0.48333333333333334,0.4444444444444444
AMZN,3,3,2,20,4,0.1,0.8,0.5,20000,1.0,0.5909090909090909,0.4666666666666667,0.42592592592592593
AMZN,3,3,2,20,5,0.1,0.8,0.5,20000,1.0,0.6136363636363636,0.5166666666666667,0.48148148148148145
AMZN,3,3,2,20,6,0.1,0.8,0.5,20000,1.0,0.6136363636363636,0.5166666666666667,0.46296296296296297
AMZN,3,3,2,20,7,0.1,0.8,0.5,20000,1.0,0.6136363636363636,0.5166666666666667,0.46296296296296297
AMZN,3,3,2,20,8,0.1,0.8,0.5,20000,1.0,0.6136363636363636,0.5166666666666667,0.46296296296296297
AMZN,3,3,2,20,9,0.1,0.8,0.5,20000,1.0,0.6136363636363636,0.5166666666666667,0.46296296296296297
AMZN,3,3,2,20,10,0.1,0.8,0.5,20000,1.0,0.6136363636363636,0.5166666666666667,0.46296296296296297
AMZN,3,3,2,20,1,0.1,0.9,0.5,20000,0.8725490196078431,0.5681818181818182,0.55,0.5
AMZN,3,3,2,20,2,0.1,0.9,0.5,20000,0.9803921568627451,0.5,0.48333333333333334,0.4444444444444444
AMZN,3,3,2,20,3,0.1,0.9,0.5,20000,1.0,0.5909090909090909,0.48333333333333334,0.42592592592592593
AMZN,3,3,2,20,4,0.1,0.9,0.5,20000,1.0,0.5227272727272727,0.4166666666666667,0.35185185185185186
AMZN,3,3,2,20,5,0.1,0.9,0.5,20000,1.0,0.5909090909090909,0.4166666666666667,0.3888888888888889
AMZN,3,3,2,20,6,0.1,0.9,0.5,20000,1.0,0.5681818181818182,0.4,0.37037037037037035
AMZN,3,3,2,20,7,0.1,0.9,0.5,20000,1.0,0.5681818181818182,0.4,0.37037037037037035
AMZN,3,3,2,20,8,0.1,0.9,0.5,20000,1.0,0.5681818181818182,0.4,0.37037037037037035
AMZN,3,3,2,20,9,0.1,0.9,0.5,20000,1.0,0.5681818181818182,0.4,0.37037037037037035
AMZN,3,3,2,20,10,0.1,0.9,0.5,20000,1.0,0.5681818181818182,0.4,0.37037037037037035
